"item","itemLabel","itemDescription","id"
"http://www.wikidata.org/entity/Q120692524","Nuit blanche","painting by Englebert Van Anderlecht, SMAK - Stedelijk Museum voor Actuele Kunst / Ministerie Vlaamse Gemeenschap - Afd. Beeldende Kunst en Musea","Q120692524"
"http://www.wikidata.org/entity/Q120692517","Réalités 60","painting by Luc Peire, SMAK - Stedelijk Museum voor Actuele Kunst / Ministerie Vlaamse Gemeenschap - Afd. Beeldende Kunst en Musea","Q120692517"
"http://www.wikidata.org/entity/Q22256281","Untitled","painting by Gerhard Naschberger","Q22256281"
"http://www.wikidata.org/entity/Q22278825","Figuren","work of art by Emiel Bergen","Q22278825"
"http://www.wikidata.org/entity/Q22945887","Happiness","painting by Marianna Schmidt","Q22945887"
"http://www.wikidata.org/entity/Q22250404","Splatter Table","sculpture by Richard Artschwager","Q22250404"
"http://www.wikidata.org/entity/Q22269267","Arena","work of art by Luc Tuymans","Q22269267"
"http://www.wikidata.org/entity/Q22261241","Intersecting Bands of four colours from four directions ed. 58/70","Druck von Sol LeWitt","Q22261241"
"http://www.wikidata.org/entity/Q22269339","Mare","work of art by Maurizio Elettrico","Q22269339"
"http://www.wikidata.org/entity/Q22261830","R 74-17","work of art by Jan Schoonhoven","Q22261830"
"http://www.wikidata.org/entity/Q22938479","titel?","work of art by Marianna Schmidt (SMAK 5271)","Q22938479"
"http://www.wikidata.org/entity/Q22938521","titel?","work of art by Marianna Schmidt (SMAK 5277)","Q22938521"
"http://www.wikidata.org/entity/Q22938585","titel?","tekening van Marianna Schmidt (SMAK 5285)","Q22938585"
"http://www.wikidata.org/entity/Q22938625","titel?","tekening van Marianna Schmidt (SMAK 5295)","Q22938625"
"http://www.wikidata.org/entity/Q22938638","titel?","tekening van Marianna Schmidt (SMAK 5298)","Q22938638"
"http://www.wikidata.org/entity/Q22938915","titel?","tekening van Marianna Schmidt (SMAK 5404)","Q22938915"
"http://www.wikidata.org/entity/Q22938955","titel?","tekening van Marianna Schmidt (SMAK 5413)","Q22938955"
"http://www.wikidata.org/entity/Q22939047","titel?","tekening van Marianna Schmidt (SMAK 5432)","Q22939047"
"http://www.wikidata.org/entity/Q22939106","titel?","tekening van Marianna Schmidt (SMAK 5447)","Q22939106"
"http://www.wikidata.org/entity/Q22939109","titel?","tekening van Marianna Schmidt (SMAK 5448)","Q22939109"
"http://www.wikidata.org/entity/Q22939197","titel?","tekening van Marianna Schmidt (SMAK 5474)","Q22939197"
"http://www.wikidata.org/entity/Q22939415","titel?","tekening van Marianna Schmidt (SMAK 5510)","Q22939415"
"http://www.wikidata.org/entity/Q22939430","titel?","tekening van Marianna Schmidt (SMAK 5514)","Q22939430"
"http://www.wikidata.org/entity/Q22939464","titel?","tekening van Marianna Schmidt (SMAK 5516)","Q22939464"
"http://www.wikidata.org/entity/Q22254528","Pietà","work of art by Federico Fusi","Q22254528"
"http://www.wikidata.org/entity/Q108742641","Ohne Titel","painting by Günther Förg, Stedelijk Museum voor Actuele Kunst","Q108742641"
"http://www.wikidata.org/entity/Q22945966","titel?","painting by Marianna Schmidt (SMAK 5672)","Q22945966"
"http://www.wikidata.org/entity/Q22945982","titel?","collage van Marianna Schmidt (SMAK 5676)","Q22945982"
"http://www.wikidata.org/entity/Q22946097","titel?","painting by Marianna Schmidt (SMAK 5704)","Q22946097"
"http://www.wikidata.org/entity/Q22946312","titel?","work of art by Loek Grootjans","Q22946312"
"http://www.wikidata.org/entity/Q22946666","titel?","tekening van Marianna Schmidt (SMAK 5875)","Q22946666"
"http://www.wikidata.org/entity/Q22946737","titel?","tekening van Marianna Schmidt (SMAK 5880)","Q22946737"
"http://www.wikidata.org/entity/Q22946778","titel?","tekening van Marianna Schmidt (SMAK 5884)","Q22946778"
"http://www.wikidata.org/entity/Q22946806","titel?","tekening van Marianna Schmidt (SMAK 5889)","Q22946806"
"http://www.wikidata.org/entity/Q22946840","titel?","tekening van Marianna Schmidt (SMAK 5896)","Q22946840"
"http://www.wikidata.org/entity/Q22946874","titel?","tekening van Marianna Schmidt (SMAK 5903)","Q22946874"
"http://www.wikidata.org/entity/Q22946878","titel?","tekening van Marianna Schmidt (SMAK 5905)","Q22946878"
"http://www.wikidata.org/entity/Q22946884","titel?","tekening van Marianna Schmidt (SMAK 5907)","Q22946884"
"http://www.wikidata.org/entity/Q22946898","titel?","tekening van Marianna Schmidt (SMAK 5912)","Q22946898"
"http://www.wikidata.org/entity/Q22271687","Interloper","videokunst (kunstwerken) van Saskia Olde Wölbers","Q22271687"
"http://www.wikidata.org/entity/Q22258425","Panasonic","work of art by Johan Tahon","Q22258425"
"http://www.wikidata.org/entity/Q22946176","Untitled #4","Zeichnung von Marianna Schmidt","Q22946176"
"http://www.wikidata.org/entity/Q108742915","Why Are You Angry?","film","Q108742915"
"http://www.wikidata.org/entity/Q22269222","Untitled","work of art by Luc Tuymans","Q22269222"
"http://www.wikidata.org/entity/Q22269253","Untitled","work of art by Luc Tuymans (SMAK 3592)","Q22269253"
"http://www.wikidata.org/entity/Q22253501","No Exit","work of art by Marlene Dumas","Q22253501"
"http://www.wikidata.org/entity/Q22256509","Composition ovale bleue","work of art by Bill Orix","Q22256509"
"http://www.wikidata.org/entity/Q22256562","Toymodel of Space","videokunst (kunstwerken) van Panamarenko","Q22256562"
"http://www.wikidata.org/entity/Q22256620","Soit dit","painting by Jeanne Portenart","Q22256620"
"http://www.wikidata.org/entity/Q22257354","Le dieu de ma tribu est jaune (Bambola III)","work of art by Michel Seuphor","Q22257354"
"http://www.wikidata.org/entity/Q22257541","Sculptuur 1257 (1)","sculpture by Michel Smets","Q22257541"
"http://www.wikidata.org/entity/Q22258680","Visual Therapy - dedicated to Archbishop Raymond Hunthausen","installatie van   Thek, Paul","Q22258680"
"http://www.wikidata.org/entity/Q22260034","Above Below the Level of Water with a Probability of Flooding (i.e. a Dike)","installatie van   Weiner, Lawrence","Q22260034"
"http://www.wikidata.org/entity/Q22259180","Dessin avec couvercle gris","work of art by Costas Tsoclis","Q22259180"
"http://www.wikidata.org/entity/Q22259970","L'homme qui marche","sculpture by Didier Vermeiren at S.M.A.K.","Q22259970"
"http://www.wikidata.org/entity/Q22259605","Druïde uit Lambiorix","work of art by Willy Vandersteen","Q22259605"
"http://www.wikidata.org/entity/Q22259527","mantel voor een tweelingbroeder 11","tekening van Inez Vandeghinste","Q22259527"
"http://www.wikidata.org/entity/Q22259523","Strahlandia","work of art by Inez Vandeghinste","Q22259523"
"http://www.wikidata.org/entity/Q22261712","Best before 1 July '97 - Waitrose Diet Coke","work of art by Huang Yong Ping","Q22261712"
"http://www.wikidata.org/entity/Q22260906","zonder titel (63 studies for ""The Metaphore of a Movement Caused by Abstract Segments of Time, Foreign to all Hierarchy"")","Zeichnung von Pedro Cabrita Reis","Q22260906"
"http://www.wikidata.org/entity/Q22261069","La Recherche","Zeichnung von Jan Dezutter","Q22261069"
"http://www.wikidata.org/entity/Q22261996","Fly with me to another world","installatie van   Rawanchaikul, Navin","Q22261996"
"http://www.wikidata.org/entity/Q22260991","zonder titel ed. 10/125","work of art by Amédée Cortier","Q22260991"
"http://www.wikidata.org/entity/Q22261300","Kompositie 1 ed. [P.K. VI.]/200","work of art by Jozef Mees","Q22261300"
"http://www.wikidata.org/entity/Q22261184","Zonder titel ed. 8/200","Druck von Cyr Frimout","Q22261184"
"http://www.wikidata.org/entity/Q22261572","Blauw Ovaal","work of art by Lucio Fontana","Q22261572"
"http://www.wikidata.org/entity/Q22261546","Groen-Grijs-Zwart","work of art by Amédée Cortier","Q22261546"
"http://www.wikidata.org/entity/Q22261482","Multiplier les sens","work of art by Englebert Van Anderlecht","Q22261482"
"http://www.wikidata.org/entity/Q22261534","La jatte","work of art by Luc Peire","Q22261534"
"http://www.wikidata.org/entity/Q22261827","Honest Ways of Percepting your Environment","work of art by Michaël Borremans","Q22261827"
"http://www.wikidata.org/entity/Q22262097","Geen gezeik iedereen rijk","work of art by Leo Copers","Q22262097"
"http://www.wikidata.org/entity/Q22266378","Archivaris","work of art by Tim Volckaert","Q22266378"
"http://www.wikidata.org/entity/Q22266344","répartition aléatoire de 40.000 carrés, 50% de rouge clair, 50% de vert clair","Druck von François Morellet","Q22266344"
"http://www.wikidata.org/entity/Q22266615","l'Etranger ed.1/3","video artwork by Mekhitar Garabedian","Q22266615"
"http://www.wikidata.org/entity/Q22267105","21 Dagboektekeningen (Vrijdag 30/08/1996)","tekening van Ronny Delrue (SMAK 3512)","Q22267105"
"http://www.wikidata.org/entity/Q22268287","Birthday-scene for Jara","work of art by Mark Langelaar","Q22268287"
"http://www.wikidata.org/entity/Q22268347","Aletta","work of art by Mark Langelaar","Q22268347"
"http://www.wikidata.org/entity/Q22269377","Stemhokkenmuseum","installatie van   Bijl, Guillaume","Q22269377"
"http://www.wikidata.org/entity/Q22269046","No Title","tekening van Ante Timmermans (SMAK 3573)","Q22269046"
"http://www.wikidata.org/entity/Q22269500","Draaiboek voor de Schatbewaarder","installatie van Honoré d'O","Q22269500"
"http://www.wikidata.org/entity/Q22269321","Watering Wall","work of art by Peter Otto","Q22269321"
"http://www.wikidata.org/entity/Q22269528","Roeren in de verte ed. 2/3","videokunst (kunstwerken) van Marijke van Warmerdam","Q22269528"
"http://www.wikidata.org/entity/Q22270269","From the Collector of Art (38)","work of art by Nedko Solakov","Q22270269"
"http://www.wikidata.org/entity/Q22270911","Village people","work of art by Koen De Decker","Q22270911"
"http://www.wikidata.org/entity/Q22256982","De muur","painting by Roger Raveel","Q22256982"
"http://www.wikidata.org/entity/Q22272028","La Pluie (Projet pour un texte)","videokunst (kunstwerken) van Marcel Broodthaers","Q22272028"
"http://www.wikidata.org/entity/Q22277543","Groepsprojekt : zes kunstenaars verzamelt in een piramide : Sjoerd Buisman, Jean Decoster, Paul Gees, Ado Hamelrijck, Ewerdt Hilgemann, Tomas Rajlich","work of art by Sjoerd Buisman","Q22277543"
"http://www.wikidata.org/entity/Q22277480","Most of the time there is nothing to say","sculpture by Ed Templeton","Q22277480"
"http://www.wikidata.org/entity/Q22277574","Kader uit Moscou","work of art by Bart Lodewijks","Q22277574"
"http://www.wikidata.org/entity/Q22277639","zonder titel ed. 141/150","work of art by Jason Rhoades","Q22277639"
"http://www.wikidata.org/entity/Q22278219","titel? ed. 147/200","Druck von Jean René Bazaine","Q22278219"
"http://www.wikidata.org/entity/Q22256517","Krokodillen","work of art by Panamarenko","Q22256517"
"http://www.wikidata.org/entity/Q22279914","DEUX MILLE CARREAUX ed. 147/200","work of art by Maria Elena Vieira da Silva","Q22279914"
"http://www.wikidata.org/entity/Q22280762","Raketenbaum","work of art by Michael Sailstorfer","Q22280762"
"http://www.wikidata.org/entity/Q22280544","Zonder titel (of Compositie?)","Zeichnung von Anna Staritsky","Q22280544"
"http://www.wikidata.org/entity/Q22280880","Gelbes Gefuhl","work of art by Helmut Middendorf","Q22280880"
"http://www.wikidata.org/entity/Q22280756","Untitled (corner)","sculpture by Peter De Meyer","Q22280756"
"http://www.wikidata.org/entity/Q22281530","Technology/Transformation: Wonder Woman","video art work by Dara Birnbaum","Q22281530"
"http://www.wikidata.org/entity/Q22280794","Universal Electronic Vacuum ed. 28/75","print by Eduardo Paolozzi","Q22280794"
"http://www.wikidata.org/entity/Q22280921","L'Alliance Austique","work of art by Ludo Geysels","Q22280921"
"http://www.wikidata.org/entity/Q22281338","Judith en Holofernes ed. 36/75","Druck von Jan Cox","Q22281338"
"http://www.wikidata.org/entity/Q22281334","The clown and the hole","videokunst (kunstwerken) van Jacques-Louis Nyst","Q22281334"
"http://www.wikidata.org/entity/Q22281454","Lied van mijn land - deel 2 Die Walküre","videokunst (kunstwerken) van Koen Theys","Q22281454"
"http://www.wikidata.org/entity/Q22938730","Playground","painting by Marianna Schmidt","Q22938730"
"http://www.wikidata.org/entity/Q22938449","Standing Woman","work of art by Marianna Schmidt","Q22938449"
"http://www.wikidata.org/entity/Q22257264","Untitled #4","aquarel on paper by Marianna Schmidt (SMAK 1296)","Q22257264"
"http://www.wikidata.org/entity/Q22279181","Elvira","work of art by Avery Preesman","Q22279181"
"http://www.wikidata.org/entity/Q22945621","Untitled drawing #3","drawing by Marianna Schmidt","Q22945621"
"http://www.wikidata.org/entity/Q22277450","Ginger","sculpture by Peter Rogiers","Q22277450"
"http://www.wikidata.org/entity/Q22256465","Diamonds Cutter’s Wedding","work of art by Dennis Oppenheim","Q22256465"
"http://www.wikidata.org/entity/Q22338044","Ziggourat (Wedding Cake)","video artwork by Tony Oursler","Q22338044"
"http://www.wikidata.org/entity/Q22338099","Psyche und Eros & Psyche aber, Sie irrte umher","video artwork by Ulrike Rosenbach","Q22338099"
"http://www.wikidata.org/entity/Q22260040","Stars don't stand still in the sky - for anybody - L.W.-P.N. Fam. 1991","work of art by Lawrence Weiner","Q22260040"
"http://www.wikidata.org/entity/Q22267678","The blind leading the blind #9","work of art by Peter Buggenhout","Q22267678"
"http://www.wikidata.org/entity/Q22255811","Weil","work of art by Bernd Lohaus","Q22255811"
"http://www.wikidata.org/entity/Q105722503","A.D.F.-V.N.1.-03 (S.M.A.K. Gent)","work of art by Dirk Braeckman","Q105722503"
"http://www.wikidata.org/entity/Q108743370","Bed","1972 Roger Wittevrongel painting","Q108743370"
"http://www.wikidata.org/entity/Q105688046","Concrete Work","sculpture by Massimo Bartolini (SMAK 6849)","Q105688046"
"http://www.wikidata.org/entity/Q22260767","Trio","sculpture by Thomas Schütte","Q22260767"
"http://www.wikidata.org/entity/Q20741460","mon.-sun.","installation by Jonathan Horowitz, Museum of Modern Art","Q20741460"
"http://www.wikidata.org/entity/Q22252032","Baal","painting by Gilbert Decock","Q22252032"
"http://www.wikidata.org/entity/Q22945995","Thinking","painting by Marianna Schmidt","Q22945995"
"http://www.wikidata.org/entity/Q22938574","titel?","tekening van Marianna Schmidt (SMAK 5283)","Q22938574"
"http://www.wikidata.org/entity/Q22938720","titel?","painting by Marianna Schmidt (SMAK 5311)","Q22938720"
"http://www.wikidata.org/entity/Q22938890","titel?","painting by Marianna Schmidt (SMAK 5398)","Q22938890"
"http://www.wikidata.org/entity/Q22938896","titel?","painting by Marianna Schmidt (SMAK 5399)","Q22938896"
"http://www.wikidata.org/entity/Q22938932","titel?","tekening van Marianna Schmidt (SMAK 5408)","Q22938932"
"http://www.wikidata.org/entity/Q22938936","titel?","collage van Marianna Schmidt","Q22938936"
"http://www.wikidata.org/entity/Q22938945","titel?","tekening van Marianna Schmidt (SMAK 5411)","Q22938945"
"http://www.wikidata.org/entity/Q22938962","titel?","tekening van Marianna Schmidt (SMAK 5415)","Q22938962"
"http://www.wikidata.org/entity/Q22938973","titel?","tekening van Marianna Schmidt (SMAK 5417)","Q22938973"
"http://www.wikidata.org/entity/Q22938991","titel?","tekening van Marianna Schmidt (SMAK 5420)","Q22938991"
"http://www.wikidata.org/entity/Q22939023","titel?","tekening van Marianna Schmidt (SMAK 5427)","Q22939023"
"http://www.wikidata.org/entity/Q22939032","titel?","tekening van Marianna Schmidt (SMAK 5429)","Q22939032"
"http://www.wikidata.org/entity/Q22939070","titel?","tekening van Marianna Schmidt (SMAK 5437)","Q22939070"
"http://www.wikidata.org/entity/Q22939181","titel?","tekening van Marianna Schmidt (SMAK 5470)","Q22939181"
"http://www.wikidata.org/entity/Q22939205","titel?","tekening van Marianna Schmidt (SMAK 5476)","Q22939205"
"http://www.wikidata.org/entity/Q22253578","Untitled","work of art by Maurizio Elettrico","Q22253578"
"http://www.wikidata.org/entity/Q22945773","titel?","work of art by Marianna Schmidt (SMAK 5645)","Q22945773"
"http://www.wikidata.org/entity/Q22945958","titel?","painting by Marianna Schmidt (SMAK 5670)","Q22945958"
"http://www.wikidata.org/entity/Q22945978","titel?","collage van Marianna Schmidt (SMAK 5675)","Q22945978"
